timestamp,open,high,low,close,volume,symbol,pump_time,is_pump,is_pump_window
1566064800000,1.03e-06,1.03e-06,1.03e-06,1.03e-06,1404.0,QSP,2019-08-29 18:00:00,False,False
1566064860000,1.03e-06,1.03e-06,1.03e-06,1.03e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566064920000,1.03e-06,1.03e-06,1.03e-06,1.03e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566064980000,1.03e-06,1.03e-06,1.03e-06,1.03e-06,102.0,QSP,2019-08-29 18:00:00,False,False
1566065040000,1.03e-06,1.03e-06,1.03e-06,1.03e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566065100000,1.03e-06,1.03e-06,1.03e-06,1.03e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566065160000,1.03e-06,1.03e-06,1.03e-06,1.03e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566065220000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,20887.0,QSP,2019-08-29 18:00:00,False,False
1566065280000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,299.0,QSP,2019-08-29 18:00:00,False,False
1566065340000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,48098.0,QSP,2019-08-29 18:00:00,False,False
1566065400000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566065460000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,467.0,QSP,2019-08-29 18:00:00,False,False
1566065520000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566065580000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566065640000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566065700000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566065760000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566065820000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566065880000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,101.0,QSP,2019-08-29 18:00:00,False,False
1566065940000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566066000000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566066060000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566066120000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566066180000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566066240000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566066300000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566066360000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566066420000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566066480000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566066540000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566066600000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566066660000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566066720000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566066780000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566066840000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566066900000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566066960000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566067020000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566067080000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566067140000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566067200000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566067260000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566067320000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,316.0,QSP,2019-08-29 18:00:00,False,False
1566067380000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566067440000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566067500000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566067560000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566067620000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566067680000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566067740000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566067800000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566067860000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566067920000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566067980000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566068040000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566068100000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566068160000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566068220000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566068280000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566068340000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566068400000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566068460000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,4374.0,QSP,2019-08-29 18:00:00,False,False
1566068520000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566068580000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566068640000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566068700000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566068760000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566068820000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566068880000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566068940000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566069000000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566069060000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566069120000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566069180000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
1566069240000,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,QSP,2019-08-29 18:00:00,False,False
